count,angry,disgust,fear,happy,neutral,sad,surprise,temperature,light,genre
5,0,0,0,1,0,0,0,22.02,156,pop
6,0,0,0,1,0,0,0,26.21,141,pop
12,0,1,0,0,0,0,0,25.79,185,metal
13,0,1,0,0,0,0,0,22.29,102,metal
2,1,0,0,0,0,0,0,29.58,115,metal
12,0,0,0,1,0,0,0,20.88,148,electronic
13,0,0,1,0,0,0,0,24.54,75,rock
12,0,0,1,0,0,0,0,28.05,182,rock
16,0,0,1,0,0,0,0,24.56,103,rock
11,0,0,0,1,0,0,0,29.39,121,electronic
15,0,0,0,1,0,0,0,25.04,196,pop
8,0,0,0,0,0,1,0,19.89,135,dark ambient
1,0,0,0,1,0,0,0,18.46,105,pop
10,0,0,0,1,0,0,0,26.14,126,pop
12,1,0,0,0,0,0,0,21.84,213,rock
2,0,0,0,0,1,0,0,22.11,41,classical
13,0,0,0,0,0,0,1,17.03,127,electronic
7,0,0,0,0,1,0,0,19.74,78,jazz
20,1,0,0,0,0,0,0,28.21,34,metal
2,0,0,0,0,0,0,1,17.61,122,pop
8,0,0,0,1,0,0,0,29.67,78,pop
16,0,0,0,0,1,0,0,27.59,167,jazz
12,0,1,0,0,0,0,0,17.86,196,rock
14,0,0,0,0,1,0,0,21.32,117,jazz
17,0,0,0,0,0,1,0,22.95,38,dark ambient
16,0,0,1,0,0,0,0,24.15,172,rock
17,0,0,0,0,0,1,0,24.28,80,dark ambient
15,0,0,0,0,0,1,0,17.69,166,dark ambient
18,0,0,0,1,0,0,0,21.76,117,electronic
14,0,0,0,0,0,1,0,26.52,197,classical
14,0,0,0,0,0,0,1,24.54,131,electronic
6,0,0,0,1,0,0,0,26.32,34,pop
8,0,0,0,1,0,0,0,22.74,67,pop
20,0,0,0,0,0,1,0,28.16,82,dark ambient
11,0,0,0,0,0,1,0,19.66,86,dark ambient
13,0,0,0,0,0,0,1,27.54,163,electronic
6,0,0,1,0,0,0,0,22.22,84,dark ambient
19,1,0,0,0,0,0,0,20.18,85,metal
12,0,0,0,0,0,1,0,21.26,134,dark ambient
8,0,0,0,0,0,0,1,20.88,174,electronic
6,0,0,0,1,0,0,0,26.17,102,pop
6,0,0,0,0,0,1,0,21.8,58,dark ambient
3,0,0,1,0,0,0,0,24.76,119,dark ambient
4,0,0,0,1,0,0,0,24.68,74,pop
5,0,0,0,1,0,0,0,21.58,118,pop
7,1,0,0,0,0,0,0,23.29,136,metal
1,0,0,0,1,0,0,0,28.98,48,pop
4,0,0,0,1,0,0,0,20.36,145,pop
19,0,0,0,0,0,1,0,24.14,178,dark ambient
15,0,0,0,0,0,1,0,20.96,70,dark ambient
13,0,1,0,0,0,0,0,24.59,74,metal
4,0,0,0,1,0,0,0,21.15,96,pop
16,1,0,0,0,0,0,0,20.89,130,metal
14,0,0,1,0,0,0,0,19.89,74,rock
15,0,0,0,0,1,0,0,24.81,104,jazz
9,0,0,1,0,0,0,0,27.38,48,dark ambient
15,1,0,0,0,0,0,0,21.71,150,metal
7,0,0,1,0,0,0,0,26.94,186,dark ambient
9,0,0,0,0,0,1,0,26.98,96,dark ambient
16,0,0,0,0,1,0,0,19.89,100,jazz
19,0,0,0,1,0,0,0,21.11,152,electronic
2,0,0,0,0,1,0,0,29.1,186,classical
9,0,0,0,0,1,0,0,18.29,212,jazz
18,0,0,0,0,1,0,0,28.97,43,jazz
5,0,0,0,0,1,0,0,27.23,68,classical
19,1,0,0,0,0,0,0,19.74,186,metal
18,0,0,0,0,1,0,0,29.72,189,jazz
15,0,0,0,0,0,1,0,23.32,92,dark ambient
8,0,1,0,0,0,0,0,28.63,137,rock
11,1,0,0,0,0,0,0,19.94,173,metal
12,0,0,0,0,1,0,0,20.96,123,jazz
7,0,0,0,0,0,1,0,18.48,215,classical
18,0,0,1,0,0,0,0,24.14,167,rock
11,0,0,0,0,0,0,1,25.93,219,electronic
14,0,0,0,0,0,1,0,26.21,40,dark ambient
16,0,1,0,0,0,0,0,27.41,212,metal
10,0,1,0,0,0,0,0,18.89,145,rock
14,0,0,1,0,0,0,0,27.32,168,rock
2,0,1,0,0,0,0,0,26.07,35,rock
10,0,0,1,0,0,0,0,25.72,48,rock
9,0,0,1,0,0,0,0,17.71,181,dark ambient
9,0,0,0,0,0,0,1,23.08,157,electronic
9,0,0,0,0,0,0,1,17.46,52,electronic
20,0,0,0,0,0,0,1,24.31,166,electronic
3,0,0,0,0,0,1,0,27.17,202,classical
11,0,0,0,0,1,0,0,17.34,127,jazz
9,0,0,0,1,0,0,0,22.22,205,pop
4,0,1,0,0,0,0,0,27.39,163,rock
6,0,0,1,0,0,0,0,28.9,187,dark ambient
20,0,1,0,0,0,0,0,24.36,160,metal
15,0,0,1,0,0,0,0,19.3,156,rock
2,1,0,0,0,0,0,0,17.64,169,metal
12,0,0,0,0,1,0,0,28.38,106,jazz
8,0,1,0,0,0,0,0,28.17,91,rock
11,1,0,0,0,0,0,0,27.54,216,rock
17,1,0,0,0,0,0,0,23.55,201,rock
14,0,0,0,0,1,0,0,26.94,116,jazz
3,0,0,0,0,1,0,0,18.0,193,classical
12,0,0,1,0,0,0,0,26.64,85,rock
13,0,0,0,0,0,1,0,29.14,205,classical
8,1,0,0,0,0,0,0,21.74,135,metal
20,0,0,1,0,0,0,0,25.7,148,rock
11,0,0,0,0,0,1,0,28.09,205,classical
2,0,0,0,0,1,0,0,19.3,203,classical
8,0,0,0,1,0,0,0,22.42,111,pop
13,0,0,0,1,0,0,0,26.8,133,electronic
2,0,0,0,0,1,0,0,28.49,208,classical
1,0,0,0,1,0,0,0,19.3,153,pop
15,0,0,1,0,0,0,0,19.71,168,rock
8,0,0,0,0,1,0,0,27.83,159,jazz
1,0,0,0,0,1,0,0,29.94,102,classical
2,1,0,0,0,0,0,0,29.95,94,metal
13,0,0,0,0,0,0,1,29.14,49,electronic
14,0,0,1,0,0,0,0,26.62,125,rock
12,1,0,0,0,0,0,0,19.39,189,metal
4,0,0,0,1,0,0,0,26.64,145,pop
2,0,0,0,0,1,0,0,28.45,135,classical
16,0,0,0,0,1,0,0,18.3,173,jazz
7,1,0,0,0,0,0,0,25.52,213,rock
4,0,0,0,0,0,1,0,26.84,85,dark ambient
5,0,0,0,0,0,0,1,29.05,103,pop
5,0,0,0,1,0,0,0,28.27,218,pop
10,0,0,1,0,0,0,0,22.92,51,rock
7,0,0,0,0,0,0,1,23.13,198,electronic
11,0,0,0,0,0,0,1,17.78,72,electronic
11,0,0,1,0,0,0,0,28.45,213,rock
9,0,0,0,1,0,0,0,27.76,132,pop
8,0,0,1,0,0,0,0,29.32,217,dark ambient
3,1,0,0,0,0,0,0,23.31,55,metal
4,0,0,1,0,0,0,0,29.02,86,dark ambient
16,0,0,0,0,1,0,0,28.84,120,jazz
13,0,0,1,0,0,0,0,27.54,121,rock
11,1,0,0,0,0,0,0,18.46,31,metal
11,0,0,1,0,0,0,0,26.47,173,rock
9,0,0,0,0,0,1,0,26.54,125,dark ambient
1,0,0,1,0,0,0,0,25.18,50,dark ambient
20,0,0,0,1,0,0,0,24.27,113,electronic
7,0,0,0,0,1,0,0,24.05,177,jazz
20,0,1,0,0,0,0,0,26.56,167,metal
5,0,0,0,1,0,0,0,22.83,126,pop
17,0,0,0,1,0,0,0,23.31,171,electronic
12,0,0,0,0,0,0,1,24.22,211,electronic
19,0,0,0,1,0,0,0,26.34,84,electronic
1,1,0,0,0,0,0,0,20.29,69,metal
9,0,0,0,1,0,0,0,21.59,143,pop
19,0,0,0,0,1,0,0,19.51,85,jazz
20,0,0,0,0,0,0,1,19.99,107,electronic
13,1,0,0,0,0,0,0,18.44,149,metal
1,0,0,0,0,0,0,1,29.41,115,pop
6,0,0,0,1,0,0,0,21.5,132,pop
13,0,0,0,0,0,1,0,28.0,205,classical
19,0,0,0,0,0,1,0,27.94,192,dark ambient
6,0,0,1,0,0,0,0,17.49,154,dark ambient
11,0,0,0,0,1,0,0,20.59,106,jazz
17,0,0,1,0,0,0,0,20.93,157,rock
9,0,0,0,0,0,0,1,27.54,141,electronic
2,0,1,0,0,0,0,0,21.33,129,rock
16,0,0,0,1,0,0,0,29.63,167,electronic
10,0,1,0,0,0,0,0,18.95,45,rock
6,1,0,0,0,0,0,0,25.04,113,metal
4,0,0,0,0,0,1,0,19.63,65,dark ambient
